11/08 15:30	晴	20.4	-	15	5	10	-	-	50	10	5	5	5	60	10	5	75	50	5	15	15	5	25	5	15	30	10	5	5	5	5	20	5	45	40	-	130	55	15	-	20	15	35	45	25
11/09 15:30	晴	21.2	-	5	10	10	-	-	50	5	5	5	5	65	5	10	50	60	10	10	10	5	30	5	10	30	10	10	5	5	5	25	5	60	50	-	145	60	15	-	20	20	40	45	26
11/10 15:30	曇	16.4	-	20	15	20	-	-	35	5	5	5	5	50	5	10	90	50	5	20	15	10	30	10	20	35	5	5	5	5	5	30	15	45	50	-	170	75	15	-	50	40	45	55	31
11/11 15:30	曇	13.7	-	15	10	20	-	-	50	15	5	5	5	45	10	5	75	60	10	15	10	5	30	5	10	35	15	10	5	5	5	20	10	50	50	-	135	70	15	-	35	20	35	40	27
11/12 15:30	曇	9.9	-	10	15	10	-	-	75	10	5	5	5	100	5	10	70	60	5	10	15	10	30	5	10	35	15	5	5	5	5	25	10	65	45	-	110	75	15	-	30	25	35	50	29
11/13 15:30	晴	15.3	-	10	15	15	-	-	80	0	5	5	5	70	-	10	75	60	5	15	15	10	25	5	15	40	20	5	5	5	5	20	15	50	45	-	125	75	15	-	30	15	30	35	29
11/14 15:30	晴	17.4	-	15	10	10	-	-	50	5	5	5	5	55	5	5	75	70	5	5	10	10	40	5	15	25	10	10	5	5	5	20	10	45	40	-	135	65	15	-	35	20	40	55	27
11/15 15:30	曇	13.6	-	5	10	10	-	-	60	5	5	5	5	65	5	5	82	70	10	10	10	5	35	5	15	25	15	5	5	5	5	20	10	45	25	-	145	70	15	-	30	30	35	45	27
11/16 15:30	晴	16.8	-	5	5	5	-	-	50	5	5	5	5	30	5	5	55	13	5	10	10	5	20	5	10	30	5	-	5	5	5	20	5	45	30	-	130	30	15	-	20	10	30	40	19
11/17 15:30	曇	12.9	-	15	15	15	-	-	65	15	5	5	5	70	-	15	90	65	10	10	10	15	40	15	15	35	15	-	5	5	5	25	15	70	80	-	170	75	15	-	40	30	55	35	35
11/18 15:30	曇	14.8	-	15	15	20	-	-	60	5	5	5	5	75	5	10	75	70	5	15	10	10	35	5	15	35	15	-	5	5	5	25	20	65	50	-	160	80	15	-	25	15	30	40	30
11/19 15:30	晴	18.9	-	15	15	15	-	-	70	10	5	5	5	90	10	15	82	60	10	15	25	15	40	10	20	40	20	-	5	5	5	25	10	70	65	-	155	75	15	-	20	20	40	55	34
11/20 15:30	晴	16.3	-	15	10	15	-	5	50	5	5	5	5	-	10	10	70	60	5	10	10	5	30	5	15	35	10	-	5	5	5	20	10	50	45	-	155	80	15	-	25	20	45	45	26
11/21 15:30	晴	16.2	-	15	10	15	-	5	50	5	5	5	5	-	10	10	70	60	5	10	10	5	30	5	15	35	10	-	5	5	5	20	10	50	45	-	155	80	15	-	25	20	45	45	26
11/22 15:30	晴	19.7	-	20	10	20	-	5	65	10	5	5	5	75	-	15	82	70	5	10	10	15	25	5	15	35	15	-	5	5	5	30	10	50	35	-	-	70	15	-	30	15	40	35	25
11/23 15:30	晴	19.0	-	15	15	25	-	5	70	15	5	5	5	90	-	15	65	70	5	15	10	10	30	15	15	40	25	-	5	5	5	25	15	45	60	-	170	85	15	-	25	20	45	40	32
11/24 15:30	晴	20.8	-	15	10	20	-	5	65	10	5	5	5	90	-	10	95	50	5	10	10	10	30	10	15	40	20	-	5	5	5	25	10	60	45	-	175	75	15	-	25	20	40	40	31
11/25 15:30	晴	12.8	-	10	15	20	-	5	70	10	5	5	5	80	-	15	82	80	5	10	5	10	40	5	15	35	15	-	5	5	5	25	20	70	70	-	-	80	15	-	20	10	40	45	28
11/26 15:30	曇	7.3	-	10	15	20	-	5	65	15	5	5	5	65	5	15	75	80	10	10	10	15	40	15	20	35	15	-	5	5	5	35	20	65	70	-	145	160	15	-	-	-	-	-	34
11/27 15:30	晴	14.7	-	10	5	15	-	5	50	5	5	5	5	70	5	5	70	60	10	10	5	15	30	10	20	45	15	-	5	5	5	25	15	-	45	-	145	80	15	-	20	15	40	35	26
11/28 15:30	晴	19.4	15	10	-	10	-	5	50	5	5	5	-	-	15	15	75	90	5	10	10	10	35	5	15	35	15	-	5	5	5	20	10	50	30	45	130	70	15	-	30	20	30	45	27
11/29 15:30	晴	16.0	-	15	5	15	-	5	45	15	5	5	5	-	5	5	60	60	5	5	10	10	30	5	20	35	10	-	5	5	5	20	5	55	30	50	135	60	15	-	40	25	35	40	25
11/30 15:30	晴	14.9	-	20	10	5	-	5	45	5	5	5	5	-	10	5	70	40	5	5	5	5	30	5	15	30	15	-	5	5	5	20	5	70	60	55	145	70	15	-	25	20	30	35	26
12/01 15:30	曇	11.4	-	10	5	15	-	5	55	5	5	5	5	-	5	10	70	50	5	10	10	5	30	5	15	40	15	-	5	5	5	20	15	50	45	45	110	60	15	-	25	10	40	50	24
12/02 15:30	晴	12.6	-	10	15	15	-	5	75	15	5	5	5	-	5	10	82	70	5	5	10	15	30	5	15	30	20	5	5	5	5	30	10	70	35	45	155	65	15	-	35	15	35	35	28
12/03 15:30	晴	14.3	-	15	10	10	-	5	70	5	5	5	5	-	-	5	70	70	5	5	5	5	35	10	15	25	20	10	5	5	5	25	15	75	30	60	145	80	15	-	25	25	40	40	29
12/04 15:30	晴	13.9	-	10	10	15	-	5	50	5	5	5	5	-	10	20	70	60	5	10	10	10	30	5	15	35	20	5	5	5	5	20	10	70	35	60	130	70	15	-	20	15	35	35	26
12/05 15:30	曇	9.5	-	5	10	5	-	5	50	5	5	5	-	-	5	10	50	45	5	5	10	5	30	10	5	30	10	5	5	5	5	25	5	50	25	35	115	45	15	-	25	20	20	30	21
12/06 15:30	晴	15.0	-	15	10	10	-	5	60	5	5	5	-	-	10	5	60	60	5	5	5	5	25	5	15	30	20	5	5	5	5	30	15	75	45	60	110	55	15	-	25	15	30	30	25
12/07 15:30	晴	17.4	10	25	20	25	-	5	75	15	5	-	-	-	-	15	65	60	10	15	25	15	35	15	25	40	25	15	5	5	5	35	40	75	40	70	115	70	15	-	60	40	55	65	36
12/08 15:30	晴	16.1	-	5	5	25	-	5	55	5	5	5	-	-	5	5	60	60	5	5	10	10	30	5	20	30	15	5	5	5	5	25	10	55	40	50	170	60	15	-	30	15	35	40	26
12/09 15:30	晴	17.3	-	5	15	15	-	5	70	10	5	5	5	-	5	5	60	70	5	5	10	5	30	5	15	35	15	5	5	5	5	25	5	70	60	45	140	75	15	-	20	15	30	40	27
12/10 15:30	晴	19.0	-	5	15	15	-	5	80	5	5	5	5	-	-	5	60	60	10	5	5	5	30	5	15	35	10	10	5	5	5	20	10	60	50	55	160	70	15	-	25	30	40	35	28
12/11 15:30	曇	14.7	-	5	15	10	-	-	60	5	5	5	5	-	10	5	65	70	5	15	10	5	30	5	20	45	-	5	5	5	5	20	15	80	30	55	130	60	15	-	25	15	30	35	27
12/12 15:30	曇	14.3	-	5	5	5	-	5	40	5	5	5	5	-	5	5	40	35	5	5	5	10	25	5	10	30	10	5	5	5	5	20	5	-	20	45	105	50	15	-	15	10	15	20	17
12/13 15:30	晴	15.0	-	20	5	5	-	5	85	-	5	5	5	-	10	5	60	70	10	5	10	10	35	5	-	30	15	5	5	5	5	25	15	70	45	45	125	65	15	-	40	25	25	25	28
12/14 15:30	晴	14.4	-	15	5	15	-	5	100	5	5	5	5	-	-	5	65	70	5	5	5	10	30	5	25	35	25	5	5	5	5	20	20	90	45	45	160	60	15	-	40	15	25	35	30
12/15 15:30	曇	11.0	-	15	5	5	-	5	60	15	5	5	5	-	5	5	65	60	5	5	5	10	30	5	25	40	20	5	5	5	5	20	15	60	40	55	150	60	15	-	25	15	30	30	26
12/16 15:30	晴	20.5	10	20	25	35	-	5	80	15	5	5	5	-	-	20	95	80	15	15	25	15	45	25	20	50	30	10	5	5	5	40	25	80	60	65	160	95	15	-	55	45	55	60	39
12/17 15:30	晴	11.5	-	10	15	15	-	5	75	10	5	5	5	-	10	10	50	60	10	5	5	5	30	5	10	25	15	5	5	5	5	25	15	90	50	55	135	75	15	-	20	20	30	30	27
12/18 15:30	晴	10.6	-	5	15	5	-	5	80	20	5	5	5	-	20	5	75	70	5	5	15	5	40	5	20	40	15	5	5	5	5	25	25	100	45	50	140	70	15	-	15	20	30	25	29
12/19 15:30	晴	9.1	-	10	5	30	-	5	70	5	5	5	5	-	15	5	70	70	5	10	10	10	45	10	15	30	10	5	5	5	5	25	20	90	45	45	125	70	15	-	15	15	30	25	27
12/20 15:30	晴	11.7	-	5	10	15	-	5	60	5	5	5	5	-	5	5	50	60	5	5	5	5	30	5	15	25	15	5	5	5	5	20	10	60	35	75	130	65	15	-	15	5	30	30	23
12/21 15:30	晴	10.9	-	5	10	15	-	5	75	5	5	5	5	-	15	10	60	60	10	10	10	10	40	5	15	40	15	5	5	5	15	20	15	100	55	50	135	75	15	-	20	10	30	25	28
12/22 15:30	晴	9.1	-	5	15	5	-	5	70	10	5	5	5	-	-	5	55	60	5	5	10	5	30	5	15	30	15	5	5	5	5	25	20	75	45	45	120	60	15	-	25	15	25	25	25
12/23 15:30	晴	8.9	-	10	15	5	-	5	180	15	5	5	5	-	5	5	85	90	5	5	10	5	35	10	20	40	15	5	5	5	5	25	25	100	45	55	155	80	15	-	20	20	30	20	33
12/24 15:30	晴	8.3	-	5	15	5	-	5	85	10	5	5	5	-	5	5	85	70	5	5	10	5	25	5	15	35	5	5	5	5	5	30	25	110	50	80	160	65	15	-	15	5	20	10	29
12/25 15:30	晴	12.3	-	5	20	5	-	5	100	10	5	5	5	-	-	5	60	80	5	5	5	-	35	5	25	40	20	5	5	5	10	30	25	120	60	65	170	80	15	-	15	10	25	20	33
12/26 15:30	晴	12.0	5	20	20	25	-	5	75	15	5	5	5	-	-	15	55	75	15	15	15	20	40	15	25	40	30	10	5	5	5	35	40	70	50	60	150	80	15	-	40	20	35	25	33
12/27 15:30	晴	11.8	5	20	30	30	-	5	100	15	5	5	5	-	-	25	100	80	15	20	30	20	-	15	40	45	35	15	5	5	5	40	40	110	80	90	150	90	15	-	25	15	35	40	40
12/28 15:30	晴	9.2	5	20	30	35	-	5	100	25	5	5	5	-	45	20	85	75	20	25	25	20	45	15	30	45	40	15	5	5	5	40	50	140	75	75	-	105	15	-	40	30	35	45	39
12/29 15:30	晴	14.0	5	25	35	35	-	5	105	30	5	5	5	135	-	20	75	80	15	25	30	25	40	20	30	45	35	10	5	5	15	35	40	100	80	90	155	115	15	-	35	30	35	40	44
12/30 15:30	晴	14.0	10	30	30	35	-	5	100	25	5	5	5	160	-	25	82	90	15	25	20	20	35	15	30	40	35	15	5	5	5	35	40	110	85	75	150	105	15	-	40	30	35	40	44
12/31 15:30	晴	12.3	5	15	20	25	-	5	75	20	5	5	5	120	-	20	60	70	10	15	15	20	35	10	20	40	30	15	5	5	5	30	25	75	50	65	175	70	15	-	20	20	35	30	35
01/01 15:30	晴	11.8	10	20	25	30	-	5	75	30	5	5	5	105	-	20	70	90	10	20	25	20	45	20	25	35	30	15	5	5	5	35	40	90	80	65	145	90	15	-	50	40	45	55	41
01/02 15:30	曇	8.6	5	20	20	25	-	5	70	15	5	5	5	90	-	20	75	60	10	10	20	20	45	10	25	40	35	10	5	5	10	35	35	75	70	70	135	80	15	-	45	40	40	40	36
01/03 15:30	曇	11.0	5	25	25	35	-	5	85	30	5	5	5	90	-	20	65	70	10	15	15	15	40	10	25	35	30	15	5	5	5	30	30	80	70	65	125	70	15	-	50	30	40	35	36
01/04 15:30	晴	14.7	5	25	25	25	-	5	85	25	5	5	5	-	-	20	65	80	15	10	15	20	45	15	25	40	35	15	5	5	5	40	40	90	70	90	140	95	20	-	35	40	35	45	38
01/05 15:30	晴	12.7	5	25	20	30	-	5	80	15	5	5	5	115	-	20	75	70	20	20	25	30	40	15	30	45	30	15	5	5	5	35	35	75	75	80	140	100	15	-	45	45	45	50	41
01/06 15:30	晴	15.7	5	15	15	20	-	5	45	10	5	5	5	55	-	10	45	50	5	15	15	10	30	10	15	35	20	15	5	5	5	25	25	40	45	50	100	60	15	-	25	20	40	40	25
日時	天
気	気
温	オ
ム
ニ
バ
ス	リ
バ
｜
鉄
道	カ
リ
ブ
の
海
賊	ジ
ャ
ン
グ
ル	ツ
リ
｜
ハ
ウ
ス	チ
キ
ル
｜
ム	ビ
ッ
グ
サ
ン
ダ
｜	Ｓ
ギ
ャ
ラ
リ
｜	ベ
ア
・
シ
ア
タ
｜	い
か
だ	蒸
気
船	ス
プ
ラ
ッ
シ
ュ	カ
ヌ
｜
探
検	ハ
ニ
｜
ハ
ン
ト	ホ
｜
ン
テ
ッ
ド	ア
リ
ス	ス
モ
｜
ル
ワ
｜
ル
ド	カ
ル
｜
セ
ル	シ
ン
デ
レ
ラ	ピ
ノ
キ
オ	ピ
｜
タ
｜
パ
ン	フ
ィ
ル
ハ
｜	白
雪
姫	空
飛
ぶ
ダ
ン
ボ	ゴ
｜
コ
｜
ス
タ
｜	グ
｜
フ
ィ
｜	Ｃ
Ｄ
ツ
リ
｜
ハ
ウ
ス	ド
ナ
ル
ド
の
ボ
｜
ト	ミ
ニ
｜
の
家	カ
｜
ト
ゥ
｜
ン	ス
タ
｜
・
ツ
ア
｜
ズ	ス
ペ
｜
ス	バ
ズ
ラ
イ
ト
イ
ヤ
｜	モ
ン
イ
ン	美
女
と
野
獣	ス
タ
｜
ジ
ェ
ッ
ト	ス
テ
ィ
ッ
チ
Ｅ
Ｎ
Ｃ	エ
ン
ト
グ
リ
西	エ
ン
ト
グ
リ
東	デ
イ
ジ
｜
グ
リ	ド
ナ
ル
ド
グ
リ	ミ
｜
ト
・
ミ
ッ
キ
｜	平
均
待
ち
時
間
